id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,sentiment,annotator,annotation_id,updated_at,lead_time,botometerCapEng.score,botometerCapUni.score,botometerOverallRawEng.score,botometerOverallRawUni.score,botometerDisplayEng.score,botometerDisplayUni.score,tweetSentiment.score,tweetHate.score
31665,1541498855061164034,2022-10-09T19:00:37.071019Z,2022-06-28 19:22:27,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi #IStandWithZubair #ArrestNupurSharma,qme,"['istandwithzubair', 'arrestnupursharma']",[],992290426966102017,992290426966102017,asifmohd63,Mohammad Asif 💖🇮🇳💖,2,19,https://twitter.com/asifmohd63/status/1541834425704521731,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Favour,2,240,2022-10-09T19:00:37.071051Z,8.346,0.7907586934369296,0.3469210182245441,0.36,0.05,1.8,0.2,1,0
31664,1541498855061164034,2022-10-09T19:00:27.373525Z,2022-06-28 19:34:01,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Don't you worryablut India you white our government is taking best measure to counters these kind of bastards,en,[],[],1327314895050735616,1327314895050735616,ra54077891,Ayush Rai,2,19,https://twitter.com/ra54077891/status/1541837336312307713,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,"{""choices"": [""Delegitimization of foreign speakers"", ""Appropriation of “decolonialize” narrative""]}",2,239,2022-10-09T19:00:27.373552Z,13.498,0.8995513244218455,0.91215021741272,0.94,0.96,4.7,4.8,0,1
31663,1541498855061164034,2022-10-09T19:00:12.621499Z,2022-06-28 19:46:50,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi That the court of India will decide. Raising poster by ill-informed individuals will not help,en,[],[],186480584,186480584,rajarshi_sg,rajarshi sengupta,2,19,https://twitter.com/rajarshi_sg/status/1541840560763195392,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Delegitimization as speaker may not be considered an  “expert”,2,238,2022-10-09T19:00:12.621530Z,10.25,0.7967206940193189,0.801617083559931,0.66,0.38,3.3,1.9,0,0
31662,1541498855061164034,2022-10-09T19:00:00.320732Z,2022-06-28 20:05:28,200,,"@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Hey Man, what ever and who ever you are.... Do you know anything happened in #Udaipur.... It's all about because of your @zoo_bear",en,['udaipur'],[],1399052988610613252,1399052988610613252,MaskMan17122213,MaskMan,2,20,https://twitter.com/MaskMan17122213/status/1541845250368360454,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,"{""choices"": [""Delegitimization as speaker may not be considered an  “expert”"", ""Whataboutism""]}",2,237,2022-10-09T19:00:00.320763Z,16.383,0.7920317685697057,0.4944907274828369,0.37,0.1,1.8,0.5,1,0
31661,1541498855061164034,2022-10-09T18:59:42.572762Z,2022-06-28 20:09:26,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Bhag BSDK,in,[],[],1324007120748961794,1324007120748961794,Notsoyoung5,Hello Freak Bitches,2,20,https://twitter.com/Notsoyoung5/status/1541846249107644416,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Misogynistic/slut-shaming,2,236,2022-10-09T18:59:42.572790Z,5.657,0.0,0.0,0.0,0.0,0.0,0.0,1,0
31660,1541498855061164034,2022-10-09T18:59:33.932985Z,2022-06-28 20:14:25,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi ♥️da,und,[],[],1370248157917970435,1370248157917970435,Sid95879,Sid,2,20,https://twitter.com/Sid95879/status/1541847504827731971,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Favour,2,235,2022-10-09T18:59:33.933016Z,7.261,0.621687023966582,0.4365081483009443,0.16,0.08,0.8,0.4,1,0
31659,1541498855061164034,2022-10-09T18:59:25.518542Z,2022-06-28 21:19:55,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Doesn't this MP has any works to do? Has he forgotten how France is dealing with Radical #Islamists ? Doesn't he knows when not to talk abt the internal matter of a Sovereign Nation? Bear is an ANIMAL. Zoo is an ideal place for it.,en,['islamists'],[],987032813802278915,987032813802278915,anbokshi,Amarendra Nath Bokshi,2,21,https://twitter.com/anbokshi/status/1541863987830132736,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,"{""choices"": [""Delegitimization of foreign speakers"", ""Whataboutism""]}",2,234,2022-10-09T18:59:25.518571Z,21.798,0.7852210697594887,0.6415870166679795,0.33,0.16,1.6,0.8,0,1
31658,1541498855061164034,2022-10-09T18:59:02.528901Z,2022-06-28 21:22:42,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Beautiful and Excellent efforts to interpret the situation and exposing the Indian FASCISTS and FASCISM,en,[],[],2215026360,2215026360,dryahyakazi,Dr. Yahya Kazi,2,21,https://twitter.com/dryahyakazi/status/1541864688669011969,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Favour,2,233,2022-10-09T18:59:02.528932Z,12.619,0.7892294694438972,0.4658392474232361,0.35,0.09,1.8,0.4,2,0
31657,1541498855061164034,2022-10-09T18:58:47.384188Z,2022-06-28 21:22:50,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Were you holding placard when Nupur Sharma and Arnab Goswami arrested? If not then please mind your own business. Don't hold a placard for Money and fame.,en,[],[],1301098695090298880,1301098695090298880,shanthala_kumar,shanthala kumar🇮🇳,2,21,https://twitter.com/shanthala_kumar/status/1541864722068189184,[],[],0,,False,3,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,"{""choices"": [""alleged “ulterior motives” of the speaker"", ""Whataboutism""]}",2,232,2022-10-09T18:58:47.384219Z,16.837,0.6763619064808265,0.4944907274828369,0.19,0.1,1.0,0.5,0,0
31656,1541498855061164034,2022-10-09T18:58:28.818544Z,2022-06-28 21:30:52,200,,"@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Do you also stand in support of fraudsters, rabid Islamists, and riot instigators in EU or is this ""love"" reserved only for India's criminals?",en,[],[],1298964113822044160,1298964113822044160,Shweta_India,Shwetz 🇮🇳,2,21,https://twitter.com/Shweta_India/status/1541866740480704512,[],[],0,,False,2,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Whataboutism,2,231,2022-10-09T18:58:28.818571Z,16.953,0.3342309004634953,0.4365081483009443,0.05,0.08,0.2,0.4,0,1
31655,1541498855061164034,2022-10-09T18:58:08.976868Z,2022-06-28 21:32:44,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi I hope you are an educated person..You have to see what zubair has done too...See his tweets on hindu gods? Do journalism give freedom to make such fun of other religion? Are you mad Mr. Pierre..Please see both sides before you tweet..  https://t.co/4QOxGYkfEC,en,[],[],1505233810903891970,1505233810903891970,Srikarch11,Srikar Sharma,2,21,https://twitter.com/Srikarch11/status/1541867211975163904,[],['https://pbs.twimg.com/media/FWXQCObaIAAf8Q2.jpg'],1,https://pbs.twimg.com/media/FWXQCObaIAAf8Q2.jpg,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,"{""choices"": [""Misogynistic/slut-shaming"", ""Whataboutism""]}",2,230,2022-10-09T18:58:08.976897Z,22.24,0.7952555385005927,0.8043181589918191,0.41,0.43,2.0,2.2,0,1
31654,1541498855061164034,2022-10-09T18:57:45.568836Z,2022-06-28 22:02:29,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Sorry.. you're concern is not acceptable.,en,[],[],70930400,70930400,dinakar24,time traveller,2,22,https://twitter.com/dinakar24/status/1541874698954231808,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Delegitimization of foreign speakers,2,229,2022-10-09T18:57:45.568869Z,6.912,0.0,0.0,0.0,0.0,0.0,0.0,0,0
31653,1541498855061164034,2022-10-09T18:57:36.337494Z,2022-06-28 22:25:28,200,,"@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Because of jehadi supporters like you, a poor Hindu tailor Kanhayalal has been barbarically beheaded by radicalized Muzlim fanatics In Rajasthan, India.",en,[],[],1596026516,1596026516,Namami_Ganga,HINDU_DALIT,2,22,https://twitter.com/Namami_Ganga/status/1541880481561444352,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,"{""choices"": [""Misogynistic/slut-shaming"", ""Whataboutism""]}",2,228,2022-10-09T18:57:36.337525Z,20.906,0.7053377817049258,0.4944907274828369,0.21,0.1,1.0,0.5,0,1
31652,1541498855061164034,2022-10-09T18:57:14.395880Z,2022-06-28 22:42:33,200,,@larrouturou @free_thinker @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi gets your facts checked before supporting these terrorist masquerading as journalists,en,[],[],1532285898154442756,1532285898154442756,Lisali89880277,Lisalin,2,22,https://twitter.com/Lisali89880277/status/1541884783797706754,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'free_thinker', 'name': 'Pratik Sinha', 'id': '7431372'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Delegitimization as speaker may not be considered an  “expert”,2,227,2022-10-09T18:57:14.395911Z,15.039,0.8595061719862279,0.8885263643630983,0.89,0.93,4.4,4.6,0,0
31651,1541498855061164034,2022-10-09T18:56:46.130381Z,2022-06-28 22:45:26,200,,@larrouturou @free_thinker @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Aapko sadi rachani hai kya ?,in,[],[],1536105936103800833,1536105936103800833,funnyface234,Funny face,2,22,https://twitter.com/funnyface234/status/1541885507281604609,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'free_thinker', 'name': 'Pratik Sinha', 'id': '7431372'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Misogynistic/slut-shaming,2,226,2022-10-09T18:56:57.042881Z,15.232,0.797075908158591,0.8102129289660348,0.68,0.75,3.4,3.8,1,0
31650,1541498855061164034,2022-10-09T18:56:34.606276Z,2022-06-28 22:56:05,200,,@larrouturou @free_thinker @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi I don’t expect a person like you to look like an idiot and prejudiced. I was under the impression that you are a well read and informed person. And not one of those presstitutes.,en,[],[],2873324754,2873324754,wind_duo,WIND-Wandering Indian Duo,2,22,https://twitter.com/wind_duo/status/1541888185990774784,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'free_thinker', 'name': 'Pratik Sinha', 'id': '7431372'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,"{""choices"": [""Delegitimization as speaker may not be considered an  “expert”"", ""Misogynistic/slut-shaming""]}",2,225,2022-10-09T18:56:34.606308Z,25.791,0.4479465575931997,0.6415870166679795,0.09,0.16,0.4,0.8,0,0
31649,1541498855061164034,2022-10-09T18:56:07.624386Z,2022-06-28 23:05:43,200,,@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi India don't care your concerns beacuse India has own constitution and law enforcement man!,en,[],[],1073266741680103424,1073266741680103424,nayakSSekhar,N Sekhar😈,2,23,https://twitter.com/nayakSSekhar/status/1541890610340429824,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Delegitimization of foreign speakers,2,224,2022-10-09T18:56:07.624422Z,12.405,0.3912159239072283,0.5222398722127631,0.07,0.11,0.4,0.6,1,0
31648,1541498855061164034,2022-10-09T18:55:53.491225Z,2022-06-28 23:24:07,200,,"@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi You must first consider that social media posts done by Zubair have instigated people to murder an innocent, poor tailor who happened to follow a religion different than that of Zubair.   If you support him, you have blood on your hands too.",en,[],[],278318282,278318282,tuubol,TuuBol News Opinion,2,23,https://twitter.com/tuubol/status/1541895241057198081,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,"{""choices"": [""Delegitimization as speaker may not be considered an  “expert”"", ""Whataboutism""]}",2,223,2022-10-09T18:55:53.491253Z,22.463,0.3912159239072283,0.2333243237063545,0.07,0.01,0.4,0.0,0,1
31647,1541498855061164034,2022-10-09T18:55:29.432923Z,2022-06-28 23:57:55,200,,@larrouturou @free_thinker @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Sir he is not journalist u know about that he spred hate between 2 comunity,en,[],[],1329536378967887884,1329536378967887884,Sanju40382206,Sanju,2,23,https://twitter.com/Sanju40382206/status/1541903747089063941,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'free_thinker', 'name': 'Pratik Sinha', 'id': '7431372'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Delegitimization as speaker may not be considered an  “expert”,2,222,2022-10-09T18:55:29.432953Z,13.264,0.8457543526336647,0.8662905376040458,0.87,0.9,4.4,4.5,0,0
31646,1541498855061164034,2022-10-09T18:55:12.494275Z,2022-06-29 01:52:57,200,,"@larrouturou @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Of course they’ll be freed…. Once you get natural hair back on your her. Till then, let them enjoy some unmatchable hospitality of Indian jails",en,[],[],718642504753491968,718642504753491968,Udays73,Uday,3,1,https://twitter.com/Udays73/status/1541932698268311553,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Misogynistic/slut-shaming,2,221,2022-10-09T18:55:12.494306Z,18.545,0.7968624754031172,0.8193478253485871,0.67,0.8,3.4,4.0,2,1
31645,1541498855061164034,2022-10-09T18:54:52.482858Z,2022-06-29 02:19:39,200,,"@larrouturou @free_thinker @zoo_bear @AltNews @PMOIndia @India_NHRC @FranceinIndia @narendramodi Hello Pierre... mind your own business.  Zubair is being handled as per Indian laws, anarchists should stay away from this.",en,[],[],148611998,148611998,Lakshmoji,Lakshmoji,3,2,https://twitter.com/Lakshmoji/status/1541939418134503425,[],[],0,,False,3,0,0,,None,,,,,,,"[{'screen_name': 'larrouturou', 'name': 'Pierre Larrouturou', 'id': '18578222'}, {'screen_name': 'free_thinker', 'name': 'Pratik Sinha', 'id': '7431372'}, {'screen_name': 'zoo_bear', 'name': 'Mohammed Zubair', 'id': '935142655213703168'}, {'screen_name': 'AltNews', 'name': 'Alt News', 'id': '717020664587227136'}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': '471741741'}, {'screen_name': 'India_NHRC', 'name': 'NHRC India', 'id': '1231877652715208705'}, {'screen_name': 'FranceinIndia', 'name': 'Emmanuel Lenain 🇫🇷🇪🇺', 'id': '1562957431'}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': '18839785'}]",,,,,Delegitimization of foreign speakers,2,220,2022-10-09T18:54:52.482887Z,11.506,0.7759887465100499,0.760577756485164,0.3,0.25,1.5,1.2,0,0
